Name,GUID,Length,Width,Start_Point,Mid_Point,End_Point,Building_Storey
Basic Wall:STB 150:2649690,1_LQ$EaFn3cAHjyu1GbAZq,0.4549999999998879,0.15000000000000002,"[1.3650000007044587, 21.105000000000054, 4.619999999999999]","[1.3650000007044587, 21.332499999999996, 4.619999999999999]","[1.3650000007044587, 21.559999999999942, 4.619999999999999]",1. OG OK
Basic Wall:STB 150:2649791,1_LQ$EaFn3cAHjyu1GbAWH,1.8100000007044836,0.15000000000000055,"[1.2900000007044592, 21.484999999999943, 4.619999999999999]","[0.3850000003522174, 21.484999999999943, 4.619999999999999]","[-0.5200000000000244, 21.484999999999943, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2649952,1_LQ$EaFn3cAHjyu1GbAdE,0.45500000000000923,0.12000000000000006,"[-0.4600000000000093, 21.409999999999947, 4.619999999999999]","[-0.4600000000000093, 21.18249999999994, 4.619999999999999]","[-0.4600000000000093, 20.954999999999938, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650116,1_LQ$EaFn3cAHjyu1GbBQg,4.055000000000148,0.11999999999999979,"[3.2350000007044546, 25.160000000000192, 4.619999999999999]","[3.2350000007044546, 23.132500000000118, 4.619999999999999]","[3.2350000007044546, 21.105000000000043, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650217,1_LQ$EaFn3cAHjyu1GbBR7,4.055000000000144,0.12000000000000087,"[7.050000000704455, 25.16000000000018, 4.619999999999999]","[7.050000000704455, 23.13250000000011, 4.619999999999999]","[7.050000000704455, 21.10500000000004, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650284,1_LQ$EaFn3cAHjyu1GbBO2,4.055000000000144,0.11999999999999872,"[10.835000000704458, 25.160000000000167, 4.619999999999999]","[10.835000000704458, 23.132500000000096, 4.619999999999999]","[10.835000000704458, 21.105000000000025, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650364,1_LQ$EaFn3cAHjyu1GbBPI,4.055000000000144,0.1199999999999987,"[14.645000000704458, 25.160000000000153, 4.619999999999999]","[14.645000000704458, 23.132500000000082, 4.619999999999999]","[14.645000000704458, 21.10500000000001, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650470,1_LQ$EaFn3cAHjyu1GbBV8,4.055000000000144,0.1199999999999987,"[17.760000000704455, 25.160000000000146, 4.619999999999999]","[17.760000000704455, 23.132500000000075, 4.619999999999999]","[17.760000000704455, 21.105000000000004, 4.619999999999999]",1. OG OK
Basic Wall:STB 120:2650538,1_LQ$EaFn3cAHjyu1GbBS4,4.055000000000144,0.1199999999999987,"[21.55500000070446, 25.16000000000013, 4.619999999999999]","[21.55500000070446, 23.13250000000006, 4.619999999999999]","[21.55500000070446, 21.10499999999999, 4.619999999999999]",1. OG OK
Basic Wall:STB 380:2686260,0A61UaGGT6JRqVsSAwwBa4,4.052500000000165,0.3800000000000002,"[24.97000000262677, 25.15750000000014, 4.619999999999999]","[24.97000000262677, 23.13125000000006, 4.619999999999999]","[24.97000000262677, 21.104999999999976, 4.619999999999999]",1. OG OK
Basic Wall:STB 150:2686403,0A61UaGGT6JRqVsSAwwBdp,4.055000000000144,0.15000000000000055,"[24.675, 25.160000000000124, 4.619999999999999]","[24.675, 23.132500000000054, 4.619999999999999]","[24.675, 21.104999999999983, 4.619999999999999]",1. OG OK
Zusatz 6:Zusatz 6:2694362,0A61UaGGT6JRqVsSAwwLZg,26.06000000262678,2.544999999999988,"[-0.900000000000022, 18.409999999999954, 4.619999999999999]","[12.130000001313366, 18.409999999999954, 4.619999999999999]","[25.160000002626756, 18.409999999999954, 4.619999999999999]",1. OG OK
Zusatz 7:Zusatz 7:2695219,0A61UaGGT6JRqVsSAwwMG3,0.9349999999996228,0.47499999996502673,"[-0.6800000000000016, 18.27999999999996, 4.619999999999999]","[-0.6800000000000016, 18.747499999999768, 4.619999999999999]","[-0.6800000000000016, 19.21499999999958, 4.619999999999999]",1. OG OK
Stützen 1. OG:Stützen 1. OG:2699296,26LN5EJ5vAHwFZhEp03$uV,59.33839999999997,12.500000000000027,"[-0.9083999999999952, 6.4299999999999375, 4.619999999999999]","[28.760799999999993, 6.4299999999999375, 4.619999999999999]","[58.42999999999998, 6.4299999999999375, 4.619999999999999]",1. OG OK
Wandzusatz:Wandzusatz:2699981,0F3XE5P3DDSv_d5MadgndC,0.649999999999993,0.4750000000000118,"[-0.68000000000001, 6.429999999999937, 4.619999999999999]","[-0.68000000000001, 6.754999999999933, 4.619999999999999]","[-0.68000000000001, 7.07999999999993, 4.619999999999999]",1. OG OK
Basic Wall:STB 285:2700400,0F3XE5P3DDSv_d5Madgnzn,62.38,0.28500000000000025,"[-0.5099999999999971, 6.287499999999939, 4.619999999999999]","[30.680000000000003, 6.287499999999939, 4.619999999999999]","[61.870000000000005, 6.287499999999939, 4.619999999999999]",1. OG OK
Stützen 2:Stützen 2:2701293,0F3XE5P3DDSv_d5Madgnpi,33.579999999999984,0.6500000000000872,"[3.010000000000001, 6.429999999999855, 4.619999999999999]","[19.79999999999999, 6.429999999999855, 4.619999999999999]","[36.58999999999998, 6.429999999999855, 4.619999999999999]",1. OG OK
Basic Wall:STB 300:2702009,0F3XE5P3DDSv_d5Madgn6u,11.200000000000061,0.30000000000000127,"[40.049999999999976, 7.079999999999913, 4.619999999999999]","[40.049999999999976, 12.679999999999943, 4.619999999999999]","[40.049999999999976, 18.279999999999973, 4.619999999999999]",1. OG OK
Stützen 3:Stützen 3:2703872,0F3XE5P3DDSv_d5Madgsa1,22.875000000000004,12.874999999999467,"[39.84999999999999, 6.054999999999919, 4.619999999999999]","[51.287499999999994, 6.054999999999919, 4.619999999999999]","[62.724999999999994, 6.054999999999919, 4.619999999999999]",1. OG OK
Stützen 4:Stützen 4:2704143,0F3XE5P3DDSv_d5MadgsWE,0.5099999999999809,0.38499999999954104,"[24.78, 18.54499999999996, 4.619999999999999]","[25.03499999999999, 18.54499999999996, 4.619999999999999]","[25.28999999999998, 18.54499999999996, 4.619999999999999]",1. OG OK
Schwung 1. OG:Schwung 1. OG:2706284,35B4ZKBsb6N8T23IWym452,6.869131740909535,1.2273430982363869,"[64.38265690176362, 9.265437906784761, 4.619999999999999]","[64.38265690176362, 12.700003777239528, 4.619999999999999]","[64.38265690176362, 16.134569647694295, 4.619999999999999]",1. OG OK
Wandsystem 1. OG:Wandsystem 1. OG:2708803,35B4ZKBsb6N8T23IWym5zj,43.27499999838414,4.579999999999924,"[3.5050000016158323, 0.2, 4.619999999999999]","[25.142500000807903, 0.2, 4.619999999999999]","[46.77999999999997, 0.2, 4.619999999999999]",1. OG OK
Basic Wall:STB 240:2709497,0TiGTKMgb1e8m$FHyeteUE,4.204999999999953,0.2399999999999974,"[39.779999999999994, 4.404999999999954, 4.309999999999999]","[39.779999999999994, 2.3024999999999776, 4.309999999999999]","[39.779999999999994, 0.20000000000000107, 4.309999999999999]",EG OK
Basic Wall:STB 130:2709678,0TiGTKMgb1e8m$FHyeteZP,14.500000000000659,0.12999999999999978,"[39.66, 4.330000000003328, 4.619999999999999]","[32.40999999999967, 4.330000000003328, 4.619999999999999]","[25.159999999999336, 4.330000000003328, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2709799,0TiGTKMgb1e8m$FHyetebG,4.065000000003361,0.12999999999999642,"[29.365000000704473, 4.265000000003361, 4.619999999999999]","[29.365000000704473, 2.232500000001681, 4.619999999999999]","[29.365000000704473, 0.20000000000000018, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2709861,0TiGTKMgb1e8m$FHyeteaI,4.0650000000033515,0.12999999999999642,"[32.545000000704476, 4.265000000003352, 4.619999999999999]","[32.545000000704476, 2.232500000001676, 4.619999999999999]","[32.545000000704476, 0.20000000000000018, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2709913,0TiGTKMgb1e8m$FHyetedk,4.065000000003336,0.12999999999999642,"[37.015000000703814, 4.2650000000033375, 4.619999999999999]","[37.015000000703814, 2.2325000000016693, 4.619999999999999]","[37.015000000703814, 0.20000000000000107, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2710037,0TiGTKMgb1e8m$FHyetefY,16.95500000473935,0.12999999999999978,"[24.620000000000005, 4.32, 4.619999999999999]","[16.14249999763033, 4.32, 4.619999999999999]","[7.664999995260654, 4.32, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2710104,0TiGTKMgb1e8m$FHyeteel,4.055000000000044,0.13000000000000078,"[10.704999999999997, 4.255000000000045, 4.619999999999999]","[10.704999999999997, 2.227500000000023, 4.619999999999999]","[10.704999999999997, 0.20000000000000107, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2710167,0TiGTKMgb1e8m$FHyetehW,4.055000000000032,0.13000000000000078,"[14.60500000070446, 4.255000000000033, 4.619999999999999]","[14.60500000070446, 2.227500000000017, 4.619999999999999]","[14.60500000070446, 0.20000000000000107, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2710222,0TiGTKMgb1e8m$FHyetegv,4.055000000000022,0.13000000000000078,"[17.700000000704453, 4.255000000000023, 4.619999999999999]","[17.700000000704453, 2.227500000000012, 4.619999999999999]","[17.700000000704453, 0.20000000000000107, 4.619999999999999]",1. OG OK
Basic Wall:STB 130:2710273,0TiGTKMgb1e8m$FHyetejs,4.0550000000000095,0.12999999999999642,"[21.60000000070446, 4.25500000000001, 4.619999999999999]","[21.60000000070446, 2.227500000000005, 4.619999999999999]","[21.60000000070446, 0.20000000000000018, 4.619999999999999]",1. OG OK
Basic Wall:STB 160:2710333,0TiGTKMgb1e8m$FHyetejA,4.204999999999967,0.15999999999999828,"[24.700000000000006, 4.404999999999967, 4.619999999999999]","[24.700000000000006, 2.302499999999984, 4.619999999999999]","[24.700000000000006, 0.20000000000000018, 4.619999999999999]",1. OG OK
Basic Wall:STB 380:2710648,0TiGTKMgb1e8m$FHyetemF,4.204999999999966,0.3800000000000002,"[24.970000000000006, 4.4049999999999665, 4.309999999999999]","[24.970000000000006, 2.3024999999999833, 4.309999999999999]","[24.970000000000006, 0.20000000000000018, 4.309999999999999]",EG OK
Basic Wall:STB 250:2710832,0TiGTKMgb1e8m$FHyeter7,4.205000000405956,0.24999999999999956,"[7.540000002089429, 4.405000000405957, 4.309999999999999]","[7.540000002089429, 2.302500000202979, 4.309999999999999]","[7.540000002089429, 0.20000000000000107, 4.309999999999999]",EG OK
Basic Wall:STB 240:2711158,0TiGTKMgb1e8m$FHyeteu1,4.205000007226605,0.23999999999999957,"[3.3850000016158375, 4.405000007226606, 4.309999999999999]","[3.3850000016158375, 2.3025000036133036, 4.309999999999999]","[3.3850000016158375, 0.20000000000000107, 4.309999999999999]",EG OK
Basic Wall:STB 290:2712117,0TiGTKMgb1e8m$FHyeth92,3.775000001615836,0.2900000000000002,"[-0.5099999999999989, 4.260000007226618, 4.309999999999999]","[1.377500000807919, 4.260000007226618, 4.309999999999999]","[3.265000001615837, 4.260000007226618, 4.309999999999999]",EG OK
Basic Wall:STB 510:2732583,0T2SwqOsrApRkr5ruWeuRi,0.44222509096278495,0.5099999999999967,"[69.80175832644284, 25.16571332266386, 7.929999999999999]","[69.80175832644284, 25.38682586814525, 7.929999999999999]","[69.80175832644284, 25.607938413626645, 7.929999999999999]",2. OG OK
Basic Wall:STB 380:2732615,0T2SwqOsrApRkr5ruWeuQC,6.0846996891194856,0.3800000000000002,"[69.87, 19.276013633544373, 7.929999999999999]","[69.87, 22.318363478104118, 7.929999999999999]","[69.87, 25.36071332266386, 7.929999999999999]",2. OG OK
Basic Wall:STB 500:2732657,0T2SwqOsrApRkr5ruWeuQw,13.095677385508095,0.5000000000009788,"[69.59471403158408, 6.180336248036274, 7.619999999999999]","[69.59471403158408, 12.728174940790321, 7.619999999999999]","[69.59471403158408, 19.27601363354437, 7.619999999999999]",1. OG OK
Zusatz:Zusatz:2732789,0T2SwqOsrApRkr5ruWeuO_,0.3460136335444125,0.21028596841592176,"[69.84471403158409, 18.929999999999957, 7.929999999999999]","[69.84471403158409, 19.103006816772165, 7.929999999999999]","[69.84471403158409, 19.27601363354437, 7.929999999999999]",2. OG OK
Basic Wall:STB 380:2732803,0T2SwqOsrApRkr5ruWeuV8,6.549111013188967,0.3800000000000002,"[69.87498225563652, -0.19411101266672948, 7.929999999999999]","[69.87498225563652, 3.080444493927754, 7.929999999999999]","[69.87498225563652, 6.355000000522238, 7.929999999999999]",2. OG OK
Zusatz 8:Zusatz 1:2732831,0T2SwqOsrApRkr5ruWeuVK,0.5099999999999967,0.25999999999984125,"[69.55, -0.4500000000000666, 7.929999999999999]","[69.80499999999999, -0.4500000000000666, 7.929999999999999]","[70.05999999999999, -0.4500000000000666, 7.929999999999999]",2. OG OK
Basic Wall:STB 390:2732855,0T2SwqOsrApRkr5ruWeuVy,70.58340274532206,0.39000000000096785,"[69.68498225563653, 0.0008889873332708009, 7.929999999999999]","[34.393280882975496, 0.0008889873332708009, 7.929999999999999]","[-0.8984204896855346, 0.0008889873332708009, 7.929999999999999]",2. OG OK
Basic Wall:STB 380:2734728,0T2SwqOsrApRkr5ruWeuv3,6.319267785441888,0.37999999999999995,"[-0.71000000000002, 25.555713322664086, 7.619999999999999]","[-0.71000000000002, 22.396079429943143, 7.619999999999999]","[-0.71000000000002, 19.2364455372222, 7.619999999999999]",1. OG OK
Zusatz 9:Zusatz 6:2734853,0T2SwqOsrApRkr5ruWeu$E,26.06000000262678,2.544999999999988,"[-0.900000000000022, 18.409999999999954, 7.929999999999999]","[12.130000001313366, 18.409999999999954, 7.929999999999999]","[25.160000002626756, 18.409999999999954, 7.929999999999999]",2. OG OK
Zusatz 10:Zusatz 7:2734964,3kYdubp8fEieUNws6tPHhq,0.9349999999996228,0.47499999996502673,"[-0.6800000000000016, 18.27999999999996, 7.929999999999999]","[-0.6800000000000016, 18.747499999999768, 7.929999999999999]","[-0.6800000000000016, 19.21499999999958, 7.929999999999999]",2. OG OK
Stützen 1. OG1:Stützen 1. OG:2735269,3kYdubp8fEieUNws6tPHqb,59.338399999999965,12.500000000000027,"[-0.9000000000000058, 6.4299999999999375, 7.929999999999999]","[28.769199999999977, 6.4299999999999375, 7.929999999999999]","[58.43839999999996, 6.4299999999999375, 7.929999999999999]",2. OG OK
Basic Wall:STB 285:2735441,3kYdubp8fEieUNws6tPHpH,70.07000000003498,0.28500000000000014,"[-0.2050000000349727, 19.072499999999582, 7.619999999999999]","[34.82999999998252, 19.072499999999582, 7.619999999999999]","[69.86500000000001, 19.072499999999582, 7.619999999999999]",1. OG OK
Basic Wall:STB 285:2735518,3kYdubp8fEieUNws6tPHmU,62.772653825392865,0.28500000000000025,"[-0.8984204896855179, 6.322836248036501, 7.929999999999999]","[30.487906423010912, 6.322836248036501, 7.929999999999999]","[61.874233335707345, 6.322836248036501, 7.929999999999999]",2. OG OK
Wandzusatz1:Wandzusatz:2735759,3kYdubp8fEieUNws6tPHyF,0.6499999999999931,0.4750000000000118,"[-0.6849666642926451, 6.435336248036502, 7.929999999999999]","[-0.6849666642926451, 6.760336248036499, 7.929999999999999]","[-0.6849666642926451, 7.085336248036495, 7.929999999999999]",2. OG OK
Basic Wall:STB 3984:2735787,3kYdubp8fEieUNws6tPHyh,5.98444726070323,0.39839999999999975,"[-0.6992204896855253, 0.19588898733327112, 7.919999999999996]","[-0.6992204896855253, 3.188112617684886, 7.919999999999996]","[-0.6992204896855253, 6.180336248036501, 7.919999999999996]",2. OG OK
Basic Wall:STB 290:2736265,3kYdubp8fEieUNws6tPM49,4.000647128538865,0.2900000000000002,"[-0.5000204896855189, 4.254872075601212, 7.619999999999999]","[1.5003030745839134, 4.254872075601212, 7.619999999999999]","[3.500626638853346, 4.254872075601212, 7.619999999999999]",1. OG OK
Basic Wall:STB 240:2736326,3kYdubp8fEieUNws6tPM56,3.9139830882679276,0.2399999999999996,"[3.3806266388533452, 4.109872075601199, 7.919999999999996]","[3.3806266388533452, 2.1528805314672352, 7.919999999999996]","[3.3806266388533452, 0.19588898733327165, 7.919999999999996]",2. OG OK
Stützen 1:Stützen 2:2739001,3kYdubp8fEieUNws6tPMgv,36.65658540844956,2.9849999999999746,"[3.0094398275641026, 4.124999999999954, 7.929999999999999]","[21.33773253178888, 4.124999999999954, 7.929999999999999]","[39.66602523601366, 4.124999999999954, 7.929999999999999]",2. OG OK
Wandsystem 1. OG1:Wandsystem 1. OG:2739315,3kYdubp8fEieUNws6tPMtp,43.60437336114692,4.579999999999931,"[3.5006266388533396, 0.195888987333271, 7.929999999999999]","[25.3028133194268, 0.195888987333271, 7.929999999999999]","[47.10500000000026, 0.195888987333271, 7.929999999999999]",2. OG OK
Basic Wall:STB 250:2739834,3kYdubp8fEieUNws6tPM$w,4.205000000405956,0.24999999999999956,"[7.543680021205651, 4.400888987739228, 7.619999999999999]","[7.543680021205651, 2.29838898753625, 7.619999999999999]","[7.543680021205651, 0.1958889873332721, 7.619999999999999]",1. OG OK
Basic Wall:STB 130:2740037,3OM0jzja599g5jUVMG9uNb,16.95500000473935,0.12999999999999978,"[24.623680025945003, 4.319999999999969, 7.929999999999999]","[16.146180023575326, 4.319999999999969, 7.929999999999999]","[7.6686800212056525, 4.319999999999969, 7.929999999999999]",2. OG OK
Basic Wall:STB 130:2740411,3OM0jzja599g5jUVMG9veR,4.059111012666742,0.13000000000000078,"[10.701879810434864, 4.255000000000014, 7.929999999999999]","[10.701879810434864, 2.225444493666643, 7.929999999999999]","[10.701879810434864, 0.1958889873332721, 7.929999999999999]",2. OG OK
Basic Wall:STB 130:2740468,3OM0jzja599g5jUVMG9vfK,4.0591110126667305,0.13000000000000078,"[14.59446302163153, 4.255000000000002, 7.929999999999999]","[14.59446302163153, 2.2254444936666364, 7.929999999999999]","[14.59446302163153, 0.1958889873332712, 7.929999999999999]",2. OG OK
Basic Wall:STB 130:2741307,3OM0jzja599g5jUVMG9vwR,4.059111012666721,0.13000000000000078,"[17.707629239683705, 4.254999999999992, 7.929999999999999]","[17.707629239683705, 2.2254444936666316, 7.929999999999999]","[17.707629239683705, 0.1958889873332712, 7.929999999999999]",2. OG OK
Basic Wall:STB 130:2741348,3OM0jzja599g5jUVMG9vx4,4.059111012666707,0.12999999999999645,"[21.596246079950557, 4.2549999999999795, 7.929999999999999]","[21.596246079950557, 2.225444493666626, 7.929999999999999]","[21.596246079950557, 0.1958889873332721, 7.929999999999999]",2. OG OK
Basic Wall:STB 160:2741382,3OM0jzja599g5jUVMG9vuc,4.204999999999968,0.15999999999999828,"[24.703680025945015, 4.400888987333239, 7.929999999999999]","[24.703680025945015, 2.2983889873332553, 7.929999999999999]","[24.703680025945015, 0.1958889873332712, 7.929999999999999]",2. OG OK
Basic Wall:STB 380:2741419,3OM0jzja599g5jUVMG9vuB,4.204111012666655,0.3800000000000002,"[24.970000000000002, 4.399999999999927, 7.619999999999999]","[24.970000000000002, 2.297944493666599, 7.619999999999999]","[24.970000000000002, 0.1958889873332712, 7.619999999999999]",1. OG OK
Basic Wall:STB 140:2743223,3OM0jzja599g5jUVMG9v4N,13.460000000000003,0.13999999999999962,"[25.160000000000004, 4.329999999999926, 7.929999999999999]","[31.890000000000004, 4.329999999999926, 7.929999999999999]","[38.620000000000005, 4.329999999999926, 7.929999999999999]",2. OG OK
Basic Wall:STB 140:2743358,3OM0jzja599g5jUVMG9vQU,4.06411101266663,0.14000000000000282,"[32.90290697674433, 4.259999999999901, 7.929999999999999]","[32.90290697674433, 2.227944493666586, 7.929999999999999]","[32.90290697674433, 0.1958889873332712, 7.929999999999999]",2. OG OK
Basic Wall:STB 140:2743453,3OM0jzja599g5jUVMG9vOz,4.064111012666618,0.14000000000000282,"[36.70499999999999, 4.25999999999989, 7.929999999999999]","[36.70499999999999, 2.227944493666581, 7.929999999999999]","[36.70499999999999, 0.1958889873332721, 7.929999999999999]",2. OG OK
Basic Wall:STB 240:2743792,3OM0jzja599g5jUVMG9vTG,4.204111012666617,0.2399999999999974,"[39.78602523601366, 4.3999999999998884, 7.619999999999999]","[39.78602523601366, 2.29794449366658, 7.619999999999999]","[39.78602523601366, 0.1958889873332712, 7.619999999999999]",1. OG OK
